№,Name,Reg_number,Name_Full,Company_year,Size_company,Conflict,T,Capital,Clr,Returns,Ndter,Rddta,Total_debt
2126,"АВТОТЕСТЕР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АВТОТЕСТЕР """,24,0,0,0,480000,0.885,-0.4561,46.1979,0.8634,25101000
2126,"АВТОТЕСТЕР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АВТОТЕСТЕР """,24,0,0,1,782000,0.789,-0.1547,2.2033,0.4865,2540000
2127,"АВТОТЕХ, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХ""",19,0,0,1,170236000,1.3675,0.0395,48.5027,0.1529,10027865000
2127,"АВТОТЕХ, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХ""",19,0,0,0,505699000,0.7182,-2.7105,24.4603,0.2649,14058790000
2129,"АВТОТЕХ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХ""",10.5,0,0,0,9017000,1.7674,0.0379,-0.0118,0.9059,11742000
2129,"АВТОТЕХ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХ""",10.5,0,0,1,18480000,11.5451,0.066,-0.0103,0.8241,1752000
2132,"АВТОТЕХИМПОРТ, ООО ТФК",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-ФИНАНСОВАЯ КОМПАНИЯ ""АВТОТЕХИМПОРТ""",25.5,1,0,0,560559000,2.45,0.06,0.3764,0.4626,363499000
2132,"АВТОТЕХИМПОРТ, ООО ТФК",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-ФИНАНСОВАЯ КОМПАНИЯ ""АВТОТЕХИМПОРТ""",25.5,1,0,1,564852000,2.0336,0.0247,0.4958,0.4352,507379000
2134,"АВТОСПЕЦЦЕНТР, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОСПЕЦЦЕНТР""",6,0,0,1,2053000,2.2853,0.0307,2.133,0.2547,41849000
2134,"АВТОСПЕЦЦЕНТР, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОСПЕЦЦЕНТР""",6,0,0,0,1026000,2.241,0.0226,4.8431,0.5026,10139000
2135,"АВТОТЕХИНМАШ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХИНМАШ""",10,1,0,0,544999000,1.2052,0.1913,-0.0756,0.7178,2483297000
2135,"АВТОТЕХИНМАШ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХИНМАШ""",10,1,0,1,1250942000,1.4366,0.1691,-0.0026,0.7504,2901770000
2136,"АВТОТЕХКОМ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХКОМ""",6.5,1,0,0,424000,0.9783,0.0351,0.0472,0.3026,16293000
2136,"АВТОТЕХКОМ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХКОМ""",6.5,1,0,1,2939000,1.0668,0.0154,-0.0463,0.4555,35524000
2138,"АВТОТЕХКОМПЛЕКТ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХКОМПЛЕКТ""",20,1,0,0,224524000,19.0051,0.0454,-0.0197,0.1334,12470000
2138,"АВТОТЕХКОМПЛЕКТ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХКОМПЛЕКТ""",20,1,0,1,239159000,19.7914,0.0958,0.0065,0.1876,11280000
2140,"АВТОТЕХМАРКЕТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХМАРКЕТ""",13,0,0,0,9456000,4.2295,0.0063,-0.021,0.1541,2928000
2140,"АВТОТЕХМАРКЕТ, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХМАРКЕТ""",13,0,0,1,12392000,6.9235,0.2082,-0.2389,0.0655,2092000
2141,"АВТОТЕХНИКА, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКА""",7,0,0,1,3073000,1.0683,0.0044,,0.9234,37246000
2141,"АВТОТЕХНИКА, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКА""",7,0,0,0,3065000,1.0582,0.023,-0.0659,0.9163,38943000
2142,"АВТОТЕХНИКА, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКА""",8,0,0,0,19019000,1.4144,0.0532,0.9064,0.8097,38142000
2142,"АВТОТЕХНИКА, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКА""",8,0,0,1,9518000,2.0531,-0.0119,-0.0401,0.6444,7703000
2143,"АВТОТЕХНИКА, ООО СЗ",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""АВТОТЕХНИКА""",18.5,,0,1,2680000,0.895,,3.7138,0.7804,95962000
2144,"АВТОТЕХНИКС, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКС""",9.5,0,0,0,3504000,1.8188,0.0069,7.1667,0.9914,30498000
2144,"АВТОТЕХНИКС, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХНИКС""",9.5,0,0,1,121000,1.0996,0.0074,187.2893,0.9917,73153000
2145,"АВТОТЕХОСМОТР, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХОСМОТР""",13,0,0,1,18542000,2.697,0.0932,-0.0209,0.101,4036000
2145,"АВТОТЕХОСМОТР, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХОСМОТР""",13,0,0,0,18276000,2.7633,0.0662,0.0367,0.0948,4715000
2146,"АВТОТЕХСЕРВИС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",10,0,0,0,16132000,19.731,0.041,0.1917,0.1863,6984000
2146,"АВТОТЕХСЕРВИС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",10,0,0,1,16769000,14.2524,0.0483,-0.0376,0.2369,4942000
2147,"АВТОТЕХСЕРВИС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",19.5,0,0,1,25813000,21.6162,0.3722,-0.2433,0.5693,3307000
2147,"АВТОТЕХСЕРВИС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",19.5,0,0,0,11845000,46.1718,0.4546,-0.3637,0.6433,262000
2148,"АВТОТЕХСЕРВИС, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",14,,0,0,12172000,1.3592,-2.5766,0.2362,0.9998,33888000
2148,"АВТОТЕХСЕРВИС, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",14,,0,1,11884000,3.2143,,0.2429,0.9997,5367000
2149,"АВТОТЕХСЕРВИС, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",28.5,0,0,0,16222000,3.1258,0.0961,-0.0291,0.0435,5706000
2149,"АВТОТЕХСЕРВИС, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",28.5,0,0,1,22442000,22.4249,0.0593,-0.0634,0.0239,859000
2150,"АВТОТЕХСЕРВИС, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",16,,0,0,189000,1.1896,0.01,-0.1111,0.9823,997000
2150,"АВТОТЕХСЕРВИС, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСЕРВИС""",16,,0,1,170000,1.6615,0.0109,-0.0941,0.9625,257000
2151,"АВТОТЕХСНАБ ПЛЮС, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСНАБ ПЛЮС""",6,0,0,0,797000,1.2599,0.0277,7.798,0.5016,30319000
2151,"АВТОТЕХСНАБ ПЛЮС, ООО",1.18E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСНАБ ПЛЮС""",6,0,0,1,1216000,1.221,0.0354,2.0206,0.4365,36562000
2153,"АВТОТЕХСНАБ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСНАБ""",12.5,0,0,1,755000,1.112,0.1351,0.3364,0.9924,6739000
2156,"АВТОТЕХСТРОЙ, ООО СК",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОТЕХСТРОЙ""",27.5,0,0,1,91393000,7.9782,,,1,13097000
2156,"АВТОТЕХСТРОЙ, ООО СК",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОТЕХСТРОЙ""",27.5,0,0,0,97044000,6.692,,,1,17049000
2157,"АВТОТЕХСТРОЙСЕРВИС, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСТРОЙСЕРВИС""",15.5,0,0,0,29113000,1.0007,-0.1048,0.63,0.642,111641000
2157,"АВТОТЕХСТРОЙСЕРВИС, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХСТРОЙСЕРВИС""",15.5,0,0,1,23030000,1.0533,-0.5873,0.7767,0.4792,73881000
2159,"АВТОТЕХТРЕЙД, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХТРЕЙД""",8.5,0,0,0,16880000,1591.4,0.5518,-0.0008,0.9414,10000
2159,"АВТОТЕХТРЕЙД, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХТРЕЙД""",8.5,0,0,1,30989000,149.274,0.9025,-0.0003,0.995,208000
2164,"АВТОТЕХЦЕНТР, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХЦЕНТР""",15.5,0,0,0,19742000,18.3921,0.0869,-0.1202,0.1085,1135000
2164,"АВТОТЕХЦЕНТР, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХЦЕНТР""",15.5,0,0,1,21111000,15.3322,0.0385,-0.247,0.0968,1460000
2169,"АВТОТОРГСЕРВИС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТОРГСЕРВИС""",27.5,0,0,1,374000,1.018,0.0238,-0.6578,0.9266,20757000
2169,"АВТОТОРГСЕРВИС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТОРГСЕРВИС""",27.5,0,0,0,208000,1.0103,0.0152,-2.2837,0.8819,20145000
2170,"АВТОТОРГЦЕНТР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМОБИЛЬНЫЙ ТОРГОВЫЙ ЦЕНТР""",21.5,0,0,0,1421000,1.0461,0.0292,11.9873,0.108,50581000
2170,"АВТОТОРГЦЕНТР, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМОБИЛЬНЫЙ ТОРГОВЫЙ ЦЕНТР""",21.5,0,0,1,1450000,0.9906,0.0151,17.2993,0.0924,48890000
2171,"АВТОТРАК ПЛЮС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК ПЛЮС""",10,0,0,1,807000,1.7591,0.0351,-1.777,,1573000
2171,"АВТОТРАК ПЛЮС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК ПЛЮС""",10,0,0,0,514000,1.8369,0.0447,-0.7101,,1536000
2172,"АВТОТРАК, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК""",16.5,0,0,0,-203000,0.9012,0.0026,0.3103,0.9654,2055000
2172,"АВТОТРАК, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК""",16.5,0,0,1,-26000,0.9857,0.0189,1.1923,0.9821,1814000
2174,"АВТОТРАК, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК""",12,0,0,0,52643000,5.3023,0.2884,-0.0046,0.6375,7518000
2174,"АВТОТРАК, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАК""",12,0,0,1,58838000,1.3136,0.2427,-0.0026,0.455,32272000
2175,"АВТОТРАК, ООО СК",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОТРАК""",8.5,,0,0,683000,0.8864,-0.0348,-0.5534,0.6678,39874000
2175,"АВТОТРАК, ООО СК",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВТОТРАК""",8.5,,0,1,256000,0.8522,0.0241,-0.6133,0.5441,22724000
2179,"АВТОТРАЛОМСК, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАЛОМСК""",11.5,,0,1,-48937000,0.712,-0.0464,-0.025,0.7054,289534000
2179,"АВТОТРАЛОМСК, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАЛОМСК""",11.5,,0,0,-43136000,0.5995,-0.125,-0.0339,0.4978,197803000
2180,"АВТОТРАНЗИТ, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНЗИТ""",16,,0,0,-5802000,23.7297,-167.5,-6.8294,0.9591,40550000
2181,"АВТОТРАНЗИТ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНЗИТ""",20.5,0,0,0,68244000,5.5268,0.1874,-0.0978,0.539,8907000
2181,"АВТОТРАНЗИТ, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНЗИТ""",20.5,0,0,1,77559000,6.3266,0.2393,-0.0467,0.6334,9552000
2182,"АВТОТРАНЗИТ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНЗИТ""",9.5,0,0,1,2995000,3.6042,-0.211,0.5833,0.1822,2138000
2182,"АВТОТРАНЗИТ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНЗИТ""",9.5,0,0,0,10000,1.0009,0.2536,-35.1,0.361,2137000
2183,"АВТОТРАНС +, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС +""",13.5,0,0,0,4443000,0.3908,0.0842,13.0725,0.2121,101840000
2183,"АВТОТРАНС +, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС +""",13.5,0,0,1,5221000,0.3587,0.1574,10.3348,0.1167,96299000
2184,"АВТОТРАНС +, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС +""",7,0,0,1,1801000,1.0396,0.0161,1.7885,0.4723,36470000
2184,"АВТОТРАНС +, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС +""",7,0,0,0,-4295000,0.4504,0.0005,-0.4093,0.0721,26504000
2185,"АВТОТРАНС ГРОСС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС ГРОСС""",22.5,0,0,1,4289000,2.1848,0.1609,-0.0319,0.9004,3414000
2187,"АВТОТРАНС СИБИРЬ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС СИБИРЬ""",11.5,0,0,0,17239000,1.151,-0.8025,0.0032,0.7563,33143000
2187,"АВТОТРАНС СИБИРЬ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС СИБИРЬ""",11.5,0,0,1,19872000,2.6232,0.4469,-0.0931,0.595,6799000
2189,"АВТОТРАНС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",21,0,0,0,7994000,18.0023,0.0483,-0.1288,0.5301,434000
2189,"АВТОТРАНС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",21,0,0,1,6587000,36.9945,-0.0515,-0.0417,0.5422,183000
2190,"АВТОТРАНС, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",13,0,0,1,41050000,207.9322,0.3279,0.2935,0.2308,12109000
2190,"АВТОТРАНС, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",13,0,0,0,46065000,70.3478,0.2037,0.1219,0.0789,6159000
2191,"АВТОТРАНС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",15.5,0,0,1,4547000,0.227,-0.4472,-0.0077,0.1219,7008000
2191,"АВТОТРАНС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",15.5,0,0,0,5173000,0.1484,-0.4594,-0.0427,0.0554,6462000
2192,"АВТОТРАНС, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",18,0,0,0,4333000,0.5858,0.0061,2.6649,0.4173,20877000
2192,"АВТОТРАНС, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",18,0,0,1,5052000,0.4559,-0.0155,2.0922,0.32,31248000
2193,"АВТОТРАНС, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",17,0,0,0,6096000,1.4085,-0.6438,-0.1491,0.7562,7092000
2193,"АВТОТРАНС, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",17,0,0,1,5755000,1.5411,-0.3877,-0.1661,0.8086,6439000
2194,"АВТОТРАНС, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",18,0,0,1,-861000,0.6028,-0.2531,0.5099,0.529,2256000
2194,"АВТОТРАНС, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",18,0,0,0,352000,1.1549,-0.2007,-0.1591,0.9058,1963000
2195,"АВТОТРАНС, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",10.5,,0,1,-404733000,0.0304,,0.0034,0.59,424301000
2197,"АВТОТРАНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6.5,0,0,0,338000,1.9685,0.0309,,0.6376,349000
2197,"АВТОТРАНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6.5,0,0,1,520000,4.5135,0.7867,-0.1288,0.8997,148000
2198,"АВТОТРАНС, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",19,0,0,1,6996000,1.0479,0.0312,-0.0193,0.2808,2737000
2198,"АВТОТРАНС, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",19,0,0,0,299000,0.2207,0.0151,7.5351,0.1575,9524000
2199,"АВТОТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",5.5,0,0,0,1503000,2.7989,0.1231,3.1843,0.295,5700000
2199,"АВТОТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",5.5,0,0,1,4298000,3.9715,0.1631,0.543,0.4104,3478000
2201,"АВТОТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6.5,0,0,0,10000,,,,1,
2201,"АВТОТРАНС, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6.5,0,0,1,1230000,1.5072,0.2845,-0.1016,0.9658,2425000
2202,"АВТОТРАНС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",21,0,0,0,15546000,2.0609,0.0339,0.4981,0.0976,11975000
2202,"АВТОТРАНС, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",21,0,0,1,11624000,1.0867,-0.012,1.6947,0.0567,25308000
2203,"АВТОТРАНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6,0,0,1,-3376000,0.1764,0.3405,-1.8501,0.1708,16664000
2203,"АВТОТРАНС, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",6,0,0,0,-5448000,0.5226,0.194,-0.987,0.219,24618000
2204,"АВТОТРАНС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",29,0,0,1,1104000,18.3651,0.4189,-0.6837,0.3535,63000
2204,"АВТОТРАНС, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",29,0,0,0,379000,12.375,0.0567,-0.0137,0.9874,32000
2206,"АВТОТРАНС, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",13,0,0,0,2444000,0.304,-0.1129,25.8552,0.2132,66016000
2206,"АВТОТРАНС, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",13,0,0,1,2804000,0.2054,0.0576,20.5275,0.1481,59280000
2207,"АВТОТРАНС, ООО",1.08E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС""",16,0,0,1,-48825000,0.257,-0.1911,0.0003,0.9633,66293000
