№,Name,Reg_number,Name_Full,Company_year,Size_company,Conflict,T,Capital,Clr,Returns,Ndter,Rddta,Total_debt
268,"А.П. БАРАНОВА, КФХ",1.02E+12,"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""А.П. БАРАНОВА""",31,0,0,0,94446000,15.1371,0.217,0.0588,0.0294,10780000
268,"А.П. БАРАНОВА, КФХ",1.02E+12,"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""А.П. БАРАНОВА""",31,0,0,1,97037000,17.1764,0.1425,0.0426,0.0416,8807000
269,"А.Р.Т. МЕБЕЛЬ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Р.Т. МЕБЕЛЬ""",19.5,0,0,1,27011000,6.3288,0.2389,0.1415,0.1546,7208000
269,"А.Р.Т. МЕБЕЛЬ, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Р.Т. МЕБЕЛЬ""",19.5,0,0,0,14611000,11.1706,0.1095,0.5345,0.0339,9239000
271,"А.С.-ПРОЕКТ, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.С.-ПРОЕКТ""",3.5,0,0,1,840000,1.021,-0.041,-2.0261,0.1096,7851000
272,"А.С.К., ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.С.К.""",23.5,0,0,1,1277000,1.2866,0.0084,-0.065,0.3012,2292000
272,"А.С.К., ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.С.К.""",23.5,0,0,0,1218000,1.1463,0.0102,-0.0493,0.4435,1517000
275,"А.ЭСТЕТИК, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.ЭСТЕТИК""",7.5,0,0,1,3781000,1.4628,0.4378,-0.0529,0.2846,1089000
275,"А.ЭСТЕТИК, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.ЭСТЕТИК""",7.5,0,0,0,1157000,3.7931,0.2685,-0.0346,0.2283,87000
277,"А/С МАЙНА, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕЛЬ СТАРАТЕЛЕЙ ""МАЙНА""",13,0,0,1,-8135000,0.6882,0.0341,-1.2171,0.4982,63371000
280,"А/Ф КСТИНИНО, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""КСТИНИНО""",13,0,0,0,37713000,2.7723,0.0711,1.1344,0.0464,59018000
280,"А/Ф КСТИНИНО, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""КСТИНИНО""",13,0,0,1,47708000,4.482,0.0894,0.9874,0.0433,59635000
283,"А/Ф ЛЕНИНОГОРСКАЯ, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""ЛЕНИНОГОРСКАЯ""",13,0,0,1,657273000,1.4688,-0.0584,0.4244,0.0589,2034243000
283,"А/Ф ЛЕНИНОГОРСКАЯ, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""ЛЕНИНОГОРСКАЯ""",13,0,0,0,655772000,1.4097,-0.0479,0.2955,0.0488,2640601000
284,"А/Ф ПРОСНИЦА, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""ПРОСНИЦА""",13,0,0,0,-20608000,1.9203,-0.9838,-1.7543,0.8576,45898000
284,"А/Ф ПРОСНИЦА, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""ПРОСНИЦА""",13,0,0,1,-21124000,1.7075,-0.1643,-1.5358,0.8573,41354000
288,"А1 ЭКСПЕРТ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1 ЭКСПЕРТ""",12.5,0,0,1,3627000,1.5423,0.2339,-0.5045,0.0007,2318000
288,"А1 ЭКСПЕРТ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1 ЭКСПЕРТ""",12.5,0,0,0,907000,2.4261,0.3416,0.28,0.7537,636000
289,"А1, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1""",10.5,0,0,0,-5388000,0.0675,0.2148,-2.0395,0.0799,34219000
289,"А1, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1""",10.5,0,0,1,-4196000,0.0167,0.3245,-1.5038,0.0195,26306000
290,"А1, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1""",3.5,0,0,1,-38000,,,-12.2632,0.9907,470000
293,"А146, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А146""",3.5,0,0,1,674000,7.5746,0.2242,1.5193,0.1925,7942000
295,"А2, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-АЛЬЯНС""",16.5,,1,0,-108906000,,-1.4994,-1.0461,,157609000
297,"А2, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАДРАТ""",4,0,1,0,10000,,,,1,
297,"А2, ООО",1.19E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАДРАТ""",4,0,1,1,42000,3.7213,0.0733,7.2619,0.8128,412000
298,"А2, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А2""",16.5,0,1,1,5411000,1.0708,-0.1229,2.358,0.6868,17473000
298,"А2, ООО",1.06E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А2""",16.5,0,1,0,5411000,2.5334,0.235,1.0011,0.2878,7190000
299,"А2, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А2""",10.5,0,1,1,52354000,1.624,0.2127,0.0104,0.0426,2822000
299,"А2, ООО",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А2""",10.5,0,1,0,51980000,0.3867,0.1753,0.015,0.0141,9087000
301,"А5, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А5""",8.5,0,0,1,-42000,0.9168,0.0294,-22.4048,0.656,5609000
301,"А5, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А5""",8.5,0,0,0,363000,1.2676,0.0726,-0.3471,0.9265,1353000
302,"А5-РУБИНШТЕЙНА, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А5-РУБИНШТЕЙНА""",12,0,0,0,26459000,8.5823,0.2602,-0.0335,0.8377,3141000
302,"А5-РУБИНШТЕЙНА, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А5-РУБИНШТЕЙНА""",12,0,0,1,31022000,10.3839,0.1904,-0.1643,0.7101,6543000
305,"А7 АГРО-ОМК, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А7 АГРО - ОРЕНБУРГСКИЙ МОЛОЧНЫЙ КОМБИНАТ""",6,1,0,0,787626000,0.9796,0.0481,0.1502,0.143,266229000
305,"А7 АГРО-ОМК, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А7 АГРО - ОРЕНБУРГСКИЙ МОЛОЧНЫЙ КОМБИНАТ""",6,1,0,1,764570000,1.091,0.0429,0.2197,0.2122,321483000
312,"АА СПБ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНДА АВТО СПБ""",12.5,0,0,1,1430000,0.8691,0.4711,-4.707,0.7724,137051000
312,"АА СПБ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНДА АВТО СПБ""",12.5,0,0,0,18226000,1.031,0.5257,-0.0886,0.8801,123644000
313,"АА, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ-АВТОУСЛУГИ""",9,0,0,1,3691000,1.7173,0.0668,0.421,0.8455,5334000
313,"АА, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ-АВТОУСЛУГИ""",9,0,0,0,3046000,1.715,0.0529,0.3168,0.8286,4893000
315,"ААА ИНЖИНИРИНГ, АО",1.15E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ААА ИНЖИНИРИНГ""",9,0,0,0,8618000,1.6687,0.149,7.3848,0.2706,131974000
315,"ААА ИНЖИНИРИНГ, АО",1.15E+12,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ААА ИНЖИНИРИНГ""",9,0,0,1,9172000,1.8197,0.2681,16.2781,0.2589,185988000
317,"ААА ТЕКС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВНОСТЬ АЛЬТЕРНАТИВА АВАНГАРД ТЕКС""",16,,0,1,13396000,1.5406,-17.0882,-1.1936,,16093000
317,"ААА ТЕКС, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВНОСТЬ АЛЬТЕРНАТИВА АВАНГАРД ТЕКС""",16,,0,0,13396000,1.7947,-4.0478,0.684,0.8419,16319000
319,"ААА-ПРОЕКТ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААА-ПРОЕКТ""",16.5,0,0,1,1323000,18.1818,0.1105,-0.9546,0.0979,77000
321,"АААВТО, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АААВТО""",9,0,0,1,915000,,0.0842,-0.9891,,
321,"АААВТО, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АААВТО""",9,0,0,0,525000,,0.0433,-0.981,,
322,"ААГРО, ООО АПО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОПРОМЫШЛЕННОЕ ОБЪЕДИНЕНИЕ ""ААГРО""",10.5,,0,1,-4514000,0.6276,-0.0221,-2.7653,0.2415,40387000
322,"ААГРО, ООО АПО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОПРОМЫШЛЕННОЕ ОБЪЕДИНЕНИЕ ""ААГРО""",10.5,,0,0,-4339000,0.7761,0.0574,-2.6854,0.3795,34579000
323,"ААИ, ЗАО",1.03E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АССОЦИАЦИЯ АЭРОКОСМИЧЕСКИХ ИНЖЕНЕРОВ""",30,0,0,1,9688000,1.2787,0.0931,-0.6919,0.3961,19560000
323,"ААИ, ЗАО",1.03E+12,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АССОЦИАЦИЯ АЭРОКОСМИЧЕСКИХ ИНЖЕНЕРОВ""",30,0,0,0,7063000,1.0709,0.03,-0.0184,0.524,24096000
324,"ААИ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНААВТОИРКУТСК""",8,0,0,1,14157000,2.4675,0.0299,2.0108,0.2632,52844000
324,"ААИ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕНААВТОИРКУТСК""",8,0,0,0,13693000,1.5644,0.0175,1.8739,0.1649,82442000
325,"ААК, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНГАРСКАВТОКОМ""",21,0,0,0,2246000,2.2189,-0.0918,1.3586,0.23,3288000
325,"ААК, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНГАРСКАВТОКОМ""",21,0,0,1,3427000,1.4481,-0.7111,9.6143,0.1914,19571000
326,"ААЛТО, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААЛТО""",23,0,0,1,83484000,3.483,-0.4139,0.4544,0.4865,70550000
326,"ААЛТО, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААЛТО""",23,0,0,0,83755000,2.0489,-0.0808,1.0984,0.4818,241375000
329,"ААСТРОЙ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААСТРОЙ""",11.5,0,0,1,19161000,10.786,0.0757,-0.6098,0.203,1958000
329,"ААСТРОЙ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААСТРОЙ""",11.5,0,0,0,19035000,23.5498,0.3424,-0.4764,0.2153,1312000
331,"ААТ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙ-АКТИВ-ТУР""",15.5,0,0,1,3648000,3.9214,0.1045,0.6993,0.533,2840000
331,"ААТ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙ-АКТИВ-ТУР""",15.5,0,0,0,2795000,1.6516,0.1461,0.5141,0.5003,3842000
333,"АБ ГРУПП, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ГРУПП""",7.5,0,0,0,382000,1.2087,0.0647,-2.9084,0.4593,1830000
333,"АБ ГРУПП, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ГРУПП""",7.5,0,0,1,272000,1.0088,0.0076,-2.2132,0.8942,8172000
334,"АБ КАСКАД, ООО ЧОП",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АГЕНТСТВО БЕЗОПАСНОСТИ ""КАСКАД""",11,0,0,1,-66007000,0.7809,-0.0291,0.0117,0.8496,300729000
334,"АБ КАСКАД, ООО ЧОП",1.12E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АГЕНТСТВО БЕЗОПАСНОСТИ ""КАСКАД""",11,0,0,0,-59595000,0.7417,-0.0741,0.0435,0.9025,230708000
335,"АБ ОВО, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ОВО""",19,0,0,0,74446000,3.4498,0.0296,-0.0246,0.0989,3564000
335,"АБ ОВО, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ОВО""",19,0,0,1,98175000,4.3222,0.0347,-0.0161,0.2369,6918000
338,"АБ СЕРВИС, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ СЕРВИС""",12,0,0,1,2172000,1.0981,0.0013,-0.1501,0.2982,29895000
338,"АБ СЕРВИС, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ СЕРВИС""",12,0,0,0,2158000,1.2,0.0733,0.6191,0.098,18992000
339,"АБ ЭНЕРГО, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ЭНЕРГО""",12,1,0,0,310188000,2.1968,0.1372,-0.2023,0.6208,270635000
339,"АБ ЭНЕРГО, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ЭНЕРГО""",12,1,0,1,419375000,1.5422,0.1459,0.3449,0.1687,904116000
341,"АБ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ БЕТОН""",5,0,0,1,768000,1.002,-0.0515,2.4167,0.1995,80089000
341,"АБ, ООО",1.17E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ БЕТОН""",5,0,0,0,465000,0.9553,0.0095,0.2215,0.5288,26242000
342,"АБ-АВТО, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-АВТО""",8.5,0,0,1,329000,0.4815,0.0298,1.0182,0.3741,8567000
342,"АБ-АВТО, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-АВТО""",8.5,0,0,0,113000,1.0818,0.0562,2.3274,0.9933,1382000
343,"АБ-АРЕНДА, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-АРЕНДА""",13,0,0,0,10786000,0.568,0.0267,3.9688,0.1264,97601000
343,"АБ-АРЕНДА, ООО",1.1E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-АРЕНДА""",13,0,0,1,13302000,0.3738,0.066,3.1828,0.041,105986000
345,"АБ-МАРКЕТ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-МАРКЕТ""",16.5,1,0,0,176828000,1.0099,0.0602,1.1028,0.3285,720046000
345,"АБ-МАРКЕТ, ООО",1.07E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ-МАРКЕТ""",16.5,1,0,1,187684000,1.8491,0.009,1.3113,0.2858,507817000
346,"АБАВА-В, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАВА-В""",9,0,0,0,1437000,1.1189,0.0316,-0.0459,0.3828,12084000
346,"АБАВА-В, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАВА-В""",9,0,0,1,1810000,1.1096,0.041,0.8298,0.2888,16520000
347,"АБАГА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАГА""",22.5,0,0,0,28210000,0.7331,-0.0591,0.1856,0.1219,19740000
347,"АБАГА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАГА""",22.5,0,0,1,37271000,0.4388,-0.2846,0.2006,0.1282,27280000
348,"АБАЗА-АГРО, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЗА-АГРО""",6.5,0,0,0,7789000,44.495,0.166,2.7797,0.3596,25598000
348,"АБАЗА-АГРО, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЗА-АГРО""",6.5,0,0,1,19335000,14.0851,0.443,1.2808,0.0882,25863000
351,"АБАКАН ЭИР, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКАН ЭИР""",17,1,0,0,102974000,0.8009,0.0412,3.0099,0.4218,1477814000
351,"АБАКАН ЭИР, ООО",1.05E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКАН ЭИР""",17,1,0,1,126798000,4.7089,0.0019,2.2393,0.4214,1516914000
353,"АБАКАННАСОС, ООО",1.2E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКАННАСОС""",3,0,0,1,53000,1.3095,0.1274,-1.3774,0.4727,168000
355,"АБАКАНСКИЙ МЯСОКОМБИНАТ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКАНСКИЙ МЯСОКОМБИНАТ""",7.5,0,0,0,-3896000,0.83,-0.0575,-23.0572,0.6379,137037000
355,"АБАКАНСКИЙ МЯСОКОМБИНАТ, ООО",1.15E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКАНСКИЙ МЯСОКОМБИНАТ""",7.5,0,0,1,-70820000,0.6468,-0.0474,-2.3206,0.5078,320899000
357,"АБАКСТРОЙ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКСТРОЙ""",11.5,0,0,0,5423000,0.7109,0.0793,1.0699,0.0191,8104000
357,"АБАКСТРОЙ, ООО",1.11E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАКСТРОЙ""",11.5,0,0,1,6854000,0.9443,0.0875,0.2132,0.482,16383000
358,"АБАЛАКОВСКАЯ ЛПК, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЛАКОВСКАЯ ЛЕСОПРОМЫШЛЕННАЯ КОМПАНИЯ""",6.5,0,0,0,10000,,,,,
358,"АБАЛАКОВСКАЯ ЛПК, ООО",1.16E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЛАКОВСКАЯ ЛЕСОПРОМЫШЛЕННАЯ КОМПАНИЯ""",6.5,0,0,1,10000,,,,,
359,"АБАЛАЧ, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЛАЧ""",19,0,0,0,53382000,6.3168,0.1077,-0.0022,0.0075,1891000
359,"АБАЛАЧ, ООО",1.04E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАЛАЧ""",19,0,0,1,55717000,3.0287,0.1958,-0.0016,0.0053,5046000
360,"АБАС-МЕТАЛЛ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАС-МЕТАЛЛ""",10.5,0,0,0,431000,1.1468,0.0089,0.2251,,2936000
360,"АБАС-МЕТАЛЛ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАС-МЕТАЛЛ""",10.5,0,0,1,915000,0.6136,0.0184,0.0273,0.2441,2125000
361,"АБАТ, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАТ""",9,0,0,0,1780000,40.5556,0.0335,-0.0348,0.0575,45000
361,"АБАТ, ООО",1.14E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБАТ""",9,0,0,1,1780000,40.5556,,-0.0348,0.0575,45000
363,"АББА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АББА""",23,0,0,0,15518000,2.9458,0.0935,0.4069,0.012,7975000
363,"АББА, ООО",1.02E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АББА""",23,0,0,1,16694000,2.6738,0.0271,0.3555,0.2461,7067000
364,"АББО, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АББО""",20,0,0,0,101187000,46.3806,0.4826,0.4279,0.41,44172000
364,"АББО, ООО",1.03E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АББО""",20,0,0,1,123142000,19.0164,0.6345,0.0888,0.3682,15482000
366,"АБВ ЛЕГИОН, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТСТВО БОЛЬШИХ ВОЗМОЖНОСТЕЙ ЛЕГИОН""",15,0,0,1,4100000,1.3262,0.0409,0.3346,0.615,12569000
366,"АБВ ЛЕГИОН, ООО",1.09E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТСТВО БОЛЬШИХ ВОЗМОЖНОСТЕЙ ЛЕГИОН""",15,0,0,0,2082000,1.1322,0.0363,1.4539,0.6521,15754000
367,"АБВ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБВ""",10,0,0,0,-44984000,6.3047,0.3611,-9.4426,0.2943,475023000
367,"АБВ, ООО",1.13E+12,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБВ""",10,0,0,1,-9425000,4.7384,0.9076,-41.6074,0.3151,448054000
